Pool proteomics = false

Data type = PHOSPHOPROTEIN
Expected	Expected	Observed
0.0	0.0	2.4170592910492107E-8
8.326394671107411E-4	8.326394671107411E-4	1.2575556578419944E-6
0.0016652789342214821	0.0016652789342214821	1.7282797162703686E-6
0.002497918401332223	0.002497918401332223	4.266090977948391E-6
0.0033305578684429643	0.0033305578684429643	6.834855051187325E-6
0.004163197335553705	0.004163197335553705	7.158657235372759E-6
0.004995836802664446	0.004995836802664446	7.267283991859615E-6
0.005828476269775187	0.005828476269775187	8.374033705095965E-6
0.006661115736885929	0.006661115736885929	8.41028470699672E-6
0.00749375520399667	0.00749375520399667	8.874863887111144E-6
0.00832639467110741	0.00832639467110741	9.386111196636257E-6
0.009159034138218152	0.009159034138218152	9.804469129831354E-6
0.009991673605328892	0.009991673605328892	2.2909796687985064E-5
0.010824313072439634	0.010824313072439634	2.3904432251464948E-5
0.011656952539550375	0.011656952539550375	2.8268387392979628E-5
0.012489592006661115	0.012489592006661115	3.380382765505113E-5
0.013322231473771857	0.013322231473771857	3.5284212577829E-5
0.014154870940882597	0.014154870940882597	3.8602912956402514E-5
0.01498751040799334	0.01498751040799334	4.456536104095209E-5
0.01582014987510408	0.01582014987510408	4.636025073143022E-5
0.01665278934221482	0.01665278934221482	5.223278364784031E-5
0.017485428809325562	0.017485428809325562	5.3262023135154E-5
0.018318068276436304	0.018318068276436304	5.3939860753289885E-5
0.019150707743547043	0.019150707743547043	5.780305948273828E-5
0.019983347210657785	0.019983347210657785	6.27454619145855E-5
0.020815986677768527	0.020815986677768527	6.617982872018814E-5
0.02164862614487927	0.02164862614487927	6.633730795248862E-5
0.022481265611990008	0.022481265611990008	7.122212545536721E-5
0.02331390507910075	0.02331390507910075	7.593095061486792E-5
0.02414654454621149	0.02414654454621149	7.593095061486792E-5
0.02497918401332223	0.02497918401332223	9.277866929499503E-5
0.025811823480432972	0.025811823480432972	9.458625752651784E-5
0.026644462947543714	0.026644462947543714	9.736943541443112E-5
0.027477102414654453	0.027477102414654453	9.908388776941706E-5
0.028309741881765195	0.028309741881765195	1.1241669383226369E-4
0.029142381348875937	0.029142381348875937	1.1326892789205772E-4
0.02997502081598668	0.02997502081598668	1.3071205856587053E-4
0.030807660283097418	0.030807660283097418	1.390226260945589E-4
0.03164029975020816	0.03164029975020816	1.4067057725817498E-4
0.0324729392173189	0.0324729392173189	1.4573746074457287E-4
0.03330557868442964	0.03330557868442964	1.5081007698380163E-4
0.03413821815154038	0.03413821815154038	1.5126704519173763E-4
0.034970857618651124	0.034970857618651124	1.5171578192068027E-4
0.035803497085761866	0.035803497085761866	1.6784338951735808E-4
0.03663613655287261	0.03663613655287261	1.880706827757665E-4
0.03746877601998335	0.03746877601998335	1.9121366761228758E-4
0.038301415487094086	0.038301415487094086	2.0654984061360535E-4
0.03913405495420483	0.03913405495420483	2.294304734644699E-4
0.03996669442131557	0.03996669442131557	2.4563211047901745E-4
0.04079933388842631	0.04079933388842631	2.459867859309452E-4
0.041631973355537054	0.041631973355537054	2.5539921427852283E-4
0.042464612822647796	0.042464612822647796	2.6173380195827507E-4
0.04329725228975854	0.04329725228975854	2.6516440794991985E-4
0.04412989175686927	0.04412989175686927	2.714649913334825E-4
0.044962531223980015	0.044962531223980015	2.8957540218054124E-4
0.04579517069109076	0.04579517069109076	3.299891324471692E-4
0.0466278101582015	0.0466278101582015	3.381900258578663E-4
0.04746044962531224	0.04746044962531224	4.074929125679245E-4
0.04829308909242298	0.04829308909242298	4.173363817627591E-4
0.049125728559533725	0.049125728559533725	4.53348342821498E-4
0.04995836802664446	0.04995836802664446	4.622977576479336E-4
0.0507910074937552	0.0507910074937552	5.027318501726004E-4
0.051623646960865945	0.051623646960865945	5.099494639092428E-4
0.05245628642797669	0.05245628642797669	5.318854939718486E-4
0.05328892589508743	0.05328892589508743	5.549994143448034E-4
0.05412156536219817	0.05412156536219817	5.774847168532903E-4
0.054954204829308906	0.054954204829308906	5.893016913155599E-4
0.05578684429641965	0.05578684429641965	6.131183961614929E-4
0.05661948376353039	0.05661948376353039	6.294963500129478E-4
0.05745212323064113	0.05745212323064113	6.349603662794607E-4
0.058284762697751874	0.058284762697751874	6.381740437456791E-4
0.059117402164862616	0.059117402164862616	6.445348789357081E-4
0.05995004163197336	0.05995004163197336	6.466552438180606E-4
0.06078268109908409	0.06078268109908409	6.529955830097408E-4
0.061615320566194835	0.061615320566194835	6.728083191020979E-4
0.06244796003330558	0.06244796003330558	6.995336170891686E-4
0.06328059950041633	0.06328059950041633	7.830217911530543E-4
0.06411323896752706	0.06411323896752706	8.604123579051122E-4
0.0649458784346378	0.0649458784346378	8.78420284001304E-4
0.06577851790174855	0.06577851790174855	9.001789349004183E-4
0.06661115736885928	0.06661115736885928	9.084453900034828E-4
0.06744379683597003	0.06744379683597003	9.597412508961851E-4
0.06827643630308076	0.06827643630308076	9.703649328129201E-4
0.06910907577019151	0.06910907577019151	0.001057992714222667
0.06994171523730225	0.06994171523730225	0.001098852558611544
0.07077435470441298	0.07077435470441298	0.001101521045841547
0.07160699417152373	0.07160699417152373	0.0012163547993596525
0.07243963363863447	0.07243963363863447	0.0012388494592962566
0.07327227310574522	0.07327227310574522	0.001255804399534404
0.07410491257285595	0.07410491257285595	0.0012732764502643192
0.0749375520399667	0.0749375520399667	0.0013019050980154253
0.07577019150707744	0.07577019150707744	0.0013449035422530618
0.07660283097418817	0.07660283097418817	0.0013813695865505504
0.07743547044129892	0.07743547044129892	0.0013876439381894931
0.07826810990840966	0.07826810990840966	0.00144715428981046
