Pool proteomics = false

Data type = PHOSPHOPROTEIN
Expected	Expected	Observed
0.0	0.0	0.0
3.3112582781456954E-4	3.3112582781456954E-4	0.0
6.622516556291391E-4	6.622516556291391E-4	4.4458879421907454E-8
9.933774834437086E-4	9.933774834437086E-4	2.0812218940040122E-7
0.0013245033112582781	0.0013245033112582781	3.0885699392688695E-7
0.0016556291390728477	0.0016556291390728477	5.140308543907315E-7
0.001986754966887417	0.001986754966887417	6.194635460143871E-7
0.002317880794701987	0.002317880794701987	8.451862598679583E-7
0.0026490066225165563	0.0026490066225165563	4.9876134024836774E-6
0.002980132450331126	0.002980132450331126	6.6999168990187055E-6
0.0033112582781456954	0.0033112582781456954	1.2074512495612251E-5
0.003642384105960265	0.003642384105960265	1.9338137335012107E-5
0.003973509933774834	0.003973509933774834	2.249098198436883E-5
0.004304635761589404	0.004304635761589404	2.582466472222933E-5
0.004635761589403974	0.004635761589403974	4.179028448088944E-5
0.004966887417218543	0.004966887417218543	5.203041823705021E-5
0.005298013245033113	0.005298013245033113	7.769824429112008E-5
0.005629139072847682	0.005629139072847682	8.19948746536132E-5
0.005960264900662252	0.005960264900662252	1.0053021396272399E-4
0.006291390728476821	0.006291390728476821	1.0091100726883822E-4
0.006622516556291391	0.006622516556291391	1.0154411046803865E-4
0.00695364238410596	0.00695364238410596	1.1364183468298705E-4
0.00728476821192053	0.00728476821192053	1.290684770534931E-4
0.0076158940397350995	0.0076158940397350995	1.3572310792859664E-4
0.007947019867549669	0.007947019867549669	1.4399179121182826E-4
0.008278145695364239	0.008278145695364239	1.4919794094473844E-4
0.008609271523178808	0.008609271523178808	1.8371545940429945E-4
0.008940397350993378	0.008940397350993378	1.8847601337083743E-4
0.009271523178807948	0.009271523178807948	1.9696982947992048E-4
0.009602649006622516	0.009602649006622516	2.1698277740236848E-4
0.009933774834437087	0.009933774834437087	2.3893831118520421E-4
0.010264900662251655	0.010264900662251655	2.576514079715153E-4
0.010596026490066225	0.010596026490066225	3.433694678363075E-4
0.010927152317880795	0.010927152317880795	3.449263072714727E-4
0.011258278145695364	0.011258278145695364	3.550468700306286E-4
0.011589403973509934	0.011589403973509934	3.7445203300491233E-4
0.011920529801324504	0.011920529801324504	4.424547194989084E-4
0.012251655629139073	0.012251655629139073	4.508976220906164E-4
0.012582781456953643	0.012582781456953643	4.78011062691186E-4
0.012913907284768211	0.012913907284768211	4.7974379529192035E-4
0.013245033112582781	0.013245033112582781	5.197848269180267E-4
0.013576158940397352	0.013576158940397352	5.258762702915991E-4
0.01390728476821192	0.01390728476821192	5.320774404884089E-4
0.01423841059602649	0.01423841059602649	5.509339869935921E-4
0.01456953642384106	0.01456953642384106	5.527955254788883E-4
0.014900662251655629	0.014900662251655629	6.551334215783714E-4
0.015231788079470199	0.015231788079470199	6.750044518912812E-4
0.015562913907284768	0.015562913907284768	6.808893920475789E-4
0.015894039735099338	0.015894039735099338	7.400448401624349E-4
0.016225165562913906	0.016225165562913906	7.676768484734092E-4
0.016556291390728478	0.016556291390728478	8.921847329892429E-4
0.016887417218543047	0.016887417218543047	9.069055475028187E-4
0.017218543046357615	0.017218543046357615	9.385701010153553E-4
0.017549668874172187	0.017549668874172187	9.407940549252291E-4
0.017880794701986755	0.017880794701986755	9.663002239876998E-4
0.018211920529801324	0.018211920529801324	9.865582870192632E-4
0.018543046357615896	0.018543046357615896	0.0010845341819610869
0.018874172185430464	0.018874172185430464	0.001109952281553488
0.019205298013245033	0.019205298013245033	0.001134645888855648
0.0195364238410596	0.0195364238410596	0.0011374168836827173
0.019867549668874173	0.019867549668874173	0.0011701553064848273
0.02019867549668874	0.02019867549668874	0.001405354784999879
0.02052980132450331	0.02052980132450331	0.0014096425358257605
0.020860927152317882	0.020860927152317882	0.0014509566954628017
0.02119205298013245	0.02119205298013245	0.0014842975915972706
0.02152317880794702	0.02152317880794702	0.0015130258920107728
0.02185430463576159	0.02185430463576159	0.0015150686268008706
0.02218543046357616	0.02218543046357616	0.0015353033510714376
0.022516556291390728	0.022516556291390728	0.0016054552266054388
0.0228476821192053	0.0228476821192053	0.001663468494718235
0.023178807947019868	0.023178807947019868	0.001694953466918099
0.023509933774834436	0.023509933774834436	0.0017701975755119172
0.02384105960264901	0.02384105960264901	0.0017741846342283942
0.024172185430463577	0.024172185430463577	0.001776165113162685
0.024503311258278145	0.024503311258278145	0.0017799574587555878
0.024834437086092714	0.024834437086092714	0.001794078361408439
0.025165562913907286	0.025165562913907286	0.0018551904703107904
0.025496688741721854	0.025496688741721854	0.0018742238668984295
0.025827814569536423	0.025827814569536423	0.0019021055787450882
0.026158940397350994	0.026158940397350994	0.001963073746145616
0.026490066225165563	0.026490066225165563	0.00215725414153717
0.02682119205298013	0.02682119205298013	0.002263848933764824
0.027152317880794703	0.027152317880794703	0.0022878049537997367
0.02748344370860927	0.02748344370860927	0.0022935689146063795
0.02781456953642384	0.02781456953642384	0.00237088043040269
0.028145695364238412	0.028145695364238412	0.002373632718405627
0.02847682119205298	0.02847682119205298	0.002407361680212004
0.02880794701986755	0.02880794701986755	0.0025177311562880633
0.02913907284768212	0.02913907284768212	0.0025728578150149054
0.02947019867549669	0.02947019867549669	0.00261053585681692
0.029801324503311258	0.029801324503311258	0.0027192097734504614
0.030132450331125826	0.030132450331125826	0.0027699765860306064
0.030463576158940398	0.030463576158940398	0.0028051729682826146
0.030794701986754967	0.030794701986754967	0.0028511589425322514
0.031125827814569535	0.031125827814569535	0.002943283094358597
0.03145695364238411	0.03145695364238411	0.0030286359424130977
0.031788079470198675	0.031788079470198675	0.003150082432515424
0.032119205298013244	0.032119205298013244	0.0032600114467977725
0.03245033112582781	0.03245033112582781	0.0035566992441953115
0.03278145695364238	0.03278145695364238	0.0036527650170838605
0.033112582781456956	0.033112582781456956	0.003737611764663152
0.033443708609271525	0.033443708609271525	0.003757392842662966
0.03377483443708609	0.03377483443708609	0.00391727134573241
0.03410596026490066	0.03410596026490066	0.004243322613257122
0.03443708609271523	0.03443708609271523	0.004293068531829684
0.0347682119205298	0.0347682119205298	0.004339630812758566
0.035099337748344374	0.035099337748344374	0.004339630812758566
0.03543046357615894	0.03543046357615894	0.004392126684739317
0.03576158940397351	0.03576158940397351	0.004518244401997329
0.03609271523178808	0.03609271523178808	0.004523824269216048
0.03642384105960265	0.03642384105960265	0.00476271655963588
0.036754966887417216	0.036754966887417216	0.0047828624006092686
0.03708609271523179	0.03708609271523179	0.004947602532017081
0.03741721854304636	0.03741721854304636	0.0049865018162803774
0.03774834437086093	0.03774834437086093	0.005025690955043904
0.0380794701986755	0.0380794701986755	0.005028952035502465
0.038410596026490065	0.038410596026490065	0.005102152831009416
0.038741721854304634	0.038741721854304634	0.005160403104916548
0.0390728476821192	0.0390728476821192	0.005290056241938137
0.03940397350993378	0.03940397350993378	0.005313309862528909
0.039735099337748346	0.039735099337748346	0.005468409317216722
0.040066225165562915	0.040066225165562915	0.005610558866751976
0.04039735099337748	0.04039735099337748	0.005723386277269649
0.04072847682119205	0.04072847682119205	0.005748096244300592
0.04105960264900662	0.04105960264900662	0.005748641537955214
0.041390728476821195	0.041390728476821195	0.005899926146643475
0.041721854304635764	0.041721854304635764	0.0059696187967098625
0.04205298013245033	0.04205298013245033	0.005994549120235559
0.0423841059602649	0.0423841059602649	0.005994956850869452
0.04271523178807947	0.04271523178807947	0.006002208281620689
0.04304635761589404	0.04304635761589404	0.006053003943778336
0.043377483443708606	0.043377483443708606	0.00608537639924478
0.04370860927152318	0.04370860927152318	0.006264281499746886
0.04403973509933775	0.04403973509933775	0.006391525634498851
0.04437086092715232	0.04437086092715232	0.006440404941952428
0.04470198675496689	0.04470198675496689	0.006550882303548111
0.045033112582781455	0.045033112582781455	0.006579252527418794
0.045364238410596024	0.045364238410596024	0.006633348425059543
0.0456953642384106	0.0456953642384106	0.006849811539706068
0.04602649006622517	0.04602649006622517	0.006923843711124541
0.046357615894039736	0.046357615894039736	0.006934134793434632
0.046688741721854304	0.046688741721854304	0.007020246832099874
0.04701986754966887	0.04701986754966887	0.007056149769389114
0.04735099337748344	0.04735099337748344	0.0071365823109052874
0.04768211920529802	0.04768211920529802	0.007256515075354026
0.048013245033112585	0.048013245033112585	0.007319112693777691
0.048344370860927154	0.048344370860927154	0.007462959408316718
0.04867549668874172	0.04867549668874172	0.0074638390203605205
0.04900662251655629	0.04900662251655629	0.007498622835495074
0.04933774834437086	0.04933774834437086	0.007654063953286668
0.04966887417218543	0.04966887417218543	0.007724886596963148
0.05	0.05	0.007741487885408031
0.05033112582781457	0.05033112582781457	0.007835378556898753
0.05066225165562914	0.05066225165562914	0.007983809703624972
0.05099337748344371	0.05099337748344371	0.008087041270610313
0.05132450331125828	0.05132450331125828	0.00832866883683515
0.051655629139072845	0.051655629139072845	0.008578222182511473
0.05198675496688742	0.05198675496688742	0.009020141049311514
0.05231788079470199	0.05231788079470199	0.009179951991728386
0.05264900662251656	0.05264900662251656	0.00928625667387406
0.052980132450331126	0.052980132450331126	0.009416643892128715
0.053311258278145694	0.053311258278145694	0.009453360365779595
0.05364238410596026	0.05364238410596026	0.009494430441612665
